TraitOriginalName,TraitAnnotation,TraitAnnotationID,Property,ProAnnotation,ProAnnotationID,ActualProValue,pmcId,tableId
qTSW_T13_A01_2,qTSW_T13_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_3,qTSW_T13_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-Seq13A10-1,PMC4948827,PMC4948827_Table 3
qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,PMC4948827,PMC4948827_Table 3
qTSW_T13_A01_3,qTSW_T13_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-Seq13A10-1,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_4,qTSW_T13_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,PMC4948827,PMC4948827_Table 3
qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,PMC4948827,PMC4948827_Table 3
qTSW_T13_A01_4,qTSW_T13_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,PMC4948827,PMC4948827_Table 4
qTSW_T13_A09,qTSW_T13_A09,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343-GNB377,PMC4948827,PMC4948827_Table 4
qTSW_T13_A09,qTSW_T13_A09,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343,PMC4948827,PMC4948827_Table 4
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 2
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 2
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_0
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 4_0
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_1
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 4_1
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,PMC3852376,PMC3852376_Table 2
Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,PMC3852376,PMC3852376_Table 4
SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 2
SH,SH,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 2
SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_0
SH,SH,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 4_0
SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_1
SH,SH,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 4_1
SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 2
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 2
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_0
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 4_0
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_1
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-J1,PMC4321030,PMC4321030_TABLE 4_1
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,PMC3852376,PMC3852376_Table 2
SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,PMC3852376,PMC3852376_Table 4
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 2
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 2
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 4_0
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 4_0
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 4_1
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 4_1
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
log (TA),titratable acids,http://purl.obolibrary.org/obo/SP_0000345,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc01g107550.2.1,PMC4266912,PMC4266912_Table 3
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 2
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 2
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 4_0
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 4_0
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 4_1
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 4_1
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 1
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 1
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 2
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 2
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 4_0
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 4_0
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 4_1
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 4_1
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 1
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
Yield,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 2
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 2
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 4_0
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 4_0
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g10050,PMC4321030,PMC4321030_TABLE 4_1
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,cLEX4G10-At5g04590,PMC4321030,PMC4321030_TABLE 4_1
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
YLD,yield,http://purl.obolibrary.org/obo/SP_0000198,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
