"neo-&lambda;-carrahexaose"	("neo-&lambda;-carrahexaose")	
"neo-&lambda;-carratetraose"	("neo-&lambda;-carratetraose")	
"neopinone"	("neopinone")	
"neral"	("neral" "<i>cis</i>-citral" "neroli aldehyde")	("<i>cis</i>-citral" "neroli aldehyde")
"neryl cation"	("neryl cation")	
"neryl diphosphate"	("neryl diphosphate" "neryl pyrophosphate" "NPP" "(2<i>Z</i>)-neryl diphosphate" "&omega;,<i>Z</i>-neryl diphosphate")	("neryl pyrophosphate" "NPP" "(2<i>Z</i>)-neryl diphosphate" "&omega;,<i>Z</i>-neryl diphosphate")
"nicotinamide"	("nicotinamide" "6-aminonicotinamide" "vitamin PP" "niacinamide")	("6-aminonicotinamide" "vitamin PP" "niacinamide")
"nicotinamide hypoxanthine dinucleotide"	("nicotinamide hypoxanthine dinucleotide" "d-NADH")	("d-NADH")
"nicotinate"	("nicotinate" "3-pyridinecarboxylic acid" "3-pyridinecarboxylic acid" "nicotinic acid" "wampocap" "nicolar" "nicocap" "nicobid" "nico-400-" "nicamin" "niacin" "niacine" "vitamin B<sub>3</sub>" "3-pyridinecarboxylate" "pyridine-3-carboxylate")	("3-pyridinecarboxylic acid" "nicotinic acid" "wampocap" "nicolar" "nicocap" "nicobid" "nico-400-" "nicamin" "niacin" "niacine" "vitamin B<sub>3</sub>" "3-pyridinecarboxylate" "pyridine-3-carboxylate")
"nicotinate adenine dinucleotide"	("nicotinate adenine dinucleotide" "Deamino-NAD+" "NaADN" "deamido-NAD<sup>+</sup>" "deamidonicotinamide adenine dinucleoetide" "deamido-NAD" "NAAD")	("Deamino-NAD+" "NaADN" "deamido-NAD<sup>+</sup>" "deamidonicotinamide adenine dinucleoetide" "deamido-NAD" "NAAD")
"nicotine blue"	("nicotine blue" "4,5,4',5'-tetrahydroxy-3,3'-diazadiphenoquinone-(2,2')" "(E)-2,2',5,5'-tetrahydroxy-6H,6'H-[3,3'-bipyridinylidene]-6,6'-dione")	("4,5,4',5'-tetrahydroxy-3,3'-diazadiphenoquinone-(2,2')" "(E)-2,2',5,5'-tetrahydroxy-6H,6'H-[3,3'-bipyridinylidene]-6,6'-dione")
"nigeran"	("nigeran" "mycodextran")	("mycodextran")
"nitrate"	("nitrate" "NO<SUB>3</SUB>" "NO<SUB>3</SUB><SUP>-</SUP>")	("NO<SUB>3</SUB>" "NO<SUB>3</SUB><SUP>-</SUP>")
"nitric oxide"	("nitric oxide" "NO" "nitrogen monoxide" "nitrogen protoxide")	("NO" "nitrogen monoxide" "nitrogen protoxide")
"nitrite"	("nitrite" "NO<sub>2</sub>" "NO<sub>2</sub><sup>-</sup>")	("NO<sub>2</sub>" "NO<sub>2</sub><sup>-</sup>")
"non-specific ion/solute"	("non-specific ion/solute")	
"norajmaline"	("norajmaline")	
"normaritidine"	("normaritidine")	
"nornicotine"	("nornicotine")	
"noroxomaritidine"	("noroxomaritidine")	
"norsolorinate anthrone"	("norsolorinate anthrone" "norsolorinic acid anthrone" "noranthrone" "3-hexanoyl-4,5-dihydroxy-10-oxo-9,10-dihydroanthracene-2,7-diolate")	("norsolorinic acid anthrone" "noranthrone" "3-hexanoyl-4,5-dihydroxy-10-oxo-9,10-dihydroanthracene-2,7-diolate")
"norspermidine"	("norspermidine" "3,3'-iminobispropylamine" "bis(3-aminopropyl)amine" "<i>N</i>-3-aminopropyl-1,3-diaminopropane" "<i>sym</i>-norspermidine")	("3,3'-iminobispropylamine" "bis(3-aminopropyl)amine" "<i>N</i>-3-aminopropyl-1,3-diaminopropane" "<i>sym</i>-norspermidine")
"norspermine"	("norspermine" "3,3,3-tetramine" "1,5,9,13-tetraazatridecane" "N,N'-bis(3-aminopropyl)-1,3-propanediamine" "thermine")	("3,3,3-tetramine" "1,5,9,13-tetraazatridecane" "N,N'-bis(3-aminopropyl)-1,3-propanediamine" "thermine")
"nt-pentose-ring"	("nt-pentose-ring")	
"nylon-6 polymer"	("nylon-6 polymer")	
"o-dgal-HEX-0:0|1:aldi"	("o-dgal-HEX-0:0|1:aldi" "open-Gal")	
"o-methylhydroxylamine"	("o-methylhydroxylamine" "methylhydroxylamine")	("methylhydroxylamine")
"obtusifoliol"	("obtusifoliol" "4&alpha;,14&alpha;-dimethyl-5&alpha;-ergosta-8,24(28)-dien-3&beta;-ol" "4&alpha;,14&alpha;-dimethyl-24-methylene-5&alpha;-cholesta-8-en-3&beta;-ol")	("4&alpha;,14&alpha;-dimethyl-5&alpha;-ergosta-8,24(28)-dien-3&beta;-ol" "4&alpha;,14&alpha;-dimethyl-24-methylene-5&alpha;-cholesta-8-en-3&beta;-ol")
"octanoate"	("octanoate" "octanoate (n-C8:0)" "C-8 acid" "n-caprylic acid" "caprylic acid" "capryloate" "1-heptanecarboxylic acid" "neo-fat 8" "octanoic acid" "n-octanoic acid" "n-octic acid" "octoic acid" "n-octylic acid")	("octanoate (n-C8:0)" "C-8 acid" "n-caprylic acid" "caprylic acid" "capryloate" "1-heptanecarboxylic acid" "neo-fat 8" "octanoic acid" "n-octanoic acid" "n-octic acid" "octoic acid" "n-octylic acid")
"octanoyl-CoA"	("octanoyl-CoA" "Octanoyl-CoA (n-C8:0CoA)" "capryloyl-CoA")	("Octanoyl-CoA (n-C8:0CoA)" "capryloyl-CoA")
"oleamide"	("oleamide" "Oleic acid amide")	("Oleic acid amide")
"oleandrose"	("oleandrose")	
"oleanolate"	("oleanolate" "oleanolic acid" "oleanic acid" "caryophyllin" "3-beta-Hydroxyolean-12-en-28-oic acid" "oleonolic acid")	("oleanolic acid" "oleanic acid" "caryophyllin" "3-beta-Hydroxyolean-12-en-28-oic acid" "oleonolic acid")
"oleanolic aldehyde"	("oleanolic aldehyde")	
"oleate"	("oleate" "oleic acid" "(9Z)-octadec-9-enoate" "(9Z)-octadecenoate" "(9Z)-octadecenoic acid" "(9Z)-octadec-9-enoic acid" "(Z)-octadec-9-enoic acid" "18:1 n-9" "18:1&Delta;9cis" "C18:1 n-9" "cis-9-octadecenoic acid" "cis-&Delta;<sup>9</sup>-octadecenoic acid" "cis-oleic acid" "octadec-9-enoic acid" "octadecenoate (n-C18:1)" "9-octadecenoic acid")	("oleic acid" "(9Z)-octadec-9-enoate" "(9Z)-octadecenoate" "(9Z)-octadecenoic acid" "(9Z)-octadec-9-enoic acid" "(Z)-octadec-9-enoic acid" "18:1 n-9" "18:1&Delta;9cis" "C18:1 n-9" "cis-9-octadecenoic acid" "cis-&Delta;<sup>9</sup>-octadecenoic acid" "cis-oleic acid" "octadec-9-enoic acid" "octadecenoate (n-C18:1)" "9-octadecenoic acid")
"oleoyl-CoA"	("oleoyl-CoA" "oloeyl-CoA (<i>cis</i>)" "<i>cis</i>-octadec-9-enoyl-CoA" "(9Z)-octadec-9-enoyl-CoA" "18:1 <i>cis</i>-9" "18:1(n-9)")	("oloeyl-CoA (<i>cis</i>)" "<i>cis</i>-octadec-9-enoyl-CoA" "(9Z)-octadec-9-enoyl-CoA" "18:1 <i>cis</i>-9" "18:1(n-9)")
"olivetol"	("olivetol" "5-pentylresorcinol" "5-n-amylresorcinol")	("5-pentylresorcinol" "5-n-amylresorcinol")
"orcinol"	("orcinol" "5-methyl-1,3-benzenediol" "5-methylresorcinol" "3,5-toluenediol" "3,5-dihydroxytoluene")	("5-methyl-1,3-benzenediol" "5-methylresorcinol" "3,5-toluenediol" "3,5-dihydroxytoluene")
"orientin"	("orientin" "luteolin 8-C-glucoside" "8C-hexosyl luteolin" "lutexin")	("luteolin 8-C-glucoside" "8C-hexosyl luteolin" "lutexin")
"oripavine"	("oripavine")	
"ornithine"	("ornithine" "2,5-diaminopentanoate")	("2,5-diaminopentanoate")
"orotate"	("orotate" "Orotic acid" "orotic acid")	("orotic acid")
"orotidine 5'-phosphate"	("orotidine 5'-phosphate" "Orotidylic acid")	
"oryzalide A"	("oryzalide A")	
"oscillaxanthin"	("oscillaxanthin")	
"oxalate"	("oxalate" "oxalic acid" "ethanedioic acid")	("oxalic acid" "ethanedioic acid")
"oxaloacetate"	("oxaloacetate" "keto-oxaloacetate" "oxaloacetic acid" "oxalacetic acid" "oxalacetate")	("keto-oxaloacetate" "oxaloacetic acid" "oxalacetic acid" "oxalacetate")
"oxalosuccinate"	("oxalosuccinate" "oxalo-succ")	("oxalo-succ")
"oxalyl-CoA"	("oxalyl-CoA" "CoA-oxalate")	("CoA-oxalate")
"oxamate"	("oxamate")	
"oxidized polyvinyl alcohol<sub>(n)</sub>"	("oxidized polyvinyl alcohol<sub>(n)</sub>" "(oxidized polyvinyl alcohol)<sub>n</sub>" "(oxidized polyvinyl alcohol)<sub>n-1</sub>" "(oxidized polyvinyl alcohol)<sub>n+1</sub>")	
"oxomaritinamine"	("oxomaritinamine")	
"oxygen"	("oxygen" "O2" "oxygen molecule" "O<SUB>2</SUB>")	("oxygen molecule")
"p-aminobenzoate-&beta;-D-glucopyranosyl ester"	("p-aminobenzoate-&beta;-D-glucopyranosyl ester" "p-PAPA-Glc")	("p-PAPA-Glc")
"p-chloromercuriphenylsulfonate"	("p-chloromercuriphenylsulfonate" "<i>p</i>-chloromercuriphenyl sulphonate" "<i>p</i>-chloromercuriphenyl sulphonic acid" "<i>p</i>-CMPSA" "<i>p</i>-chloromercuriphenylsulphonate" "PCMBS" "4-chloromercuribenzenesulfonate" "<i>p</i>-chloromercuribenzenesulfonate")	("<i>p</i>-chloromercuriphenyl sulphonate" "<i>p</i>-chloromercuriphenyl sulphonic acid" "<i>p</i>-CMPSA" "<i>p</i>-chloromercuriphenylsulphonate" "PCMBS" "4-chloromercuribenzenesulfonate" "<i>p</i>-chloromercuribenzenesulfonate")
"p-coumaroyltriacetate"	("p-coumaroyltriacetate" "p-coumaroyltriacetic acid")	("p-coumaroyltriacetic acid")
"p-coumaroyltriacetic acid lactone"	("p-coumaroyltriacetic acid lactone" "p-coumaroyltriacetate lactone")	("p-coumaroyltriacetate lactone")
"p-coumaroyltyramine"	("p-coumaroyltyramine")	
"p-hydroxymercuribenzoate"	("p-hydroxymercuribenzoate" "(p-carboxyphenyl)hydroxymercury" "p-hydroxymercuribenzoic acid" "PHMB")	("(p-carboxyphenyl)hydroxymercury" "p-hydroxymercuribenzoic acid" "PHMB")
"palmitaldehyde"	("palmitaldehyde" "palmitoyl aldehyde" "hexadecanal")	("palmitoyl aldehyde" "hexadecanal")
"palmitate"	("palmitate" "hexadecanoate (n-C16:0)" "palmitic acid" "hexadecanoate" "hexadecanoic acid")	("hexadecanoate (n-C16:0)" "palmitic acid" "hexadecanoate" "hexadecanoic acid")
"palmitoleate"	("palmitoleate" "palmitoleic acid (16:1&Delta;9)" "palmitoleic acid" "(9Z)-hexadecenoic acid" "cis-9-hexadecenoic acid" "(9Z)-hexadecenoate" "cis-9-hexadecenoate")	("palmitoleic acid (16:1&Delta;9)" "palmitoleic acid" "(9Z)-hexadecenoic acid" "cis-9-hexadecenoic acid" "(9Z)-hexadecenoate" "cis-9-hexadecenoate")
"palmitoleoyl-CoA"	("palmitoleoyl-CoA" "16:1-delta9-CoA" "9z-hexadecenoyl-CoA" "cis-9-hexadecenoyl-CoA" "palmitoleoyl coenzyme A" "(9Z)-hexadec-9-enoyl-CoA")	("16:1-delta9-CoA" "9z-hexadecenoyl-CoA" "cis-9-hexadecenoyl-CoA" "palmitoleoyl coenzyme A" "(9Z)-hexadec-9-enoyl-CoA")
"palmitoyl-CoA"	("palmitoyl-CoA" "Palmitoyl-CoA (n-C16:0CoA)" "hexadecanoyl CoA" "palmityl-CoA" "palmitoyl coenzyme A" "palmitoyl CoA")	("Palmitoyl-CoA (n-C16:0CoA)" "hexadecanoyl CoA" "palmityl-CoA" "palmitoyl coenzyme A" "palmitoyl CoA")
"papaverine"	("papaverine" "<i>n</i>-methyltetrahydropapaverine" "1-(3,4-dimethoxybenzyl)-6,7-dimethoxyisoquinoline")	("<i>n</i>-methyltetrahydropapaverine" "1-(3,4-dimethoxybenzyl)-6,7-dimethoxyisoquinoline")
"paramylon"	("paramylon" "[(1&rarr;3)-&beta;-D-glucosyl]<sub>n</sub>" "-[(1&rarr;3)-&beta;-D-glucosyl]<sub>n-1</sub>" "[(1&rarr;3)-&beta;-D-glucosyl]<sub>n+1</sub>")	
"parthenolide"	("parthenolide")	
"pelargonidin 3-<i>O</i>-&beta;-D-caffeoylglucoside"	("pelargonidin 3-<i>O</i>-&beta;-D-caffeoylglucoside")	
"pelargonidin 3-<i>O</i>-&beta;-D-p-coumaroylglucoside"	("pelargonidin 3-<i>O</i>-&beta;-D-p-coumaroylglucoside")	
"pelargonidin 3-<i>O</i>-sophoroside"	("pelargonidin 3-<i>O</i>-sophoroside")	
"pelargonidin-3,5-di-<i>O</i>-&beta;-<i>D</i>-glucoside"	("pelargonidin-3,5-di-<i>O</i>-&beta;-<i>D</i>-glucoside")	
"pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside"	("pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside")	
"pelargonidin-3,5-diglucoside-5-O-p-coumaroylglucoside"	("pelargonidin-3,5-diglucoside-5-O-p-coumaroylglucoside")	
"pelargonidin-3-<i>O</i>-&beta;-D-glucoside"	("pelargonidin-3-<i>O</i>-&beta;-D-glucoside" "callistephin" "3-(&beta;-D-glucopyranosyloxy)-55,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium chloride")	("callistephin" "3-(&beta;-D-glucopyranosyloxy)-55,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium chloride")
"pelargonidin-3-<i>O</i>-(6\"-<i>O</i>-malonyl-&beta;-D-glucoside)"	("pelargonidin-3-<i>O</i>-(6\"-<i>O</i>-malonyl-&beta;-D-glucoside)")	
"pelargonidin-3-<i>O</i>-rutinoside"	("pelargonidin-3-<i>O</i>-rutinoside" "pelargonidin-3-O-rhamnoglucoside")	("pelargonidin-3-O-rhamnoglucoside")
"pelargonidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside"	("pelargonidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside")	
"penicillamine"	("penicillamine" "2-amino-3-mercapto-3-methylbutyric acid" "3,3-dimethylcysteine" "&beta;-mercaptovaline" "D,L-penicillamine" "DL-3-mercaptovaline")	("2-amino-3-mercapto-3-methylbutyric acid" "3,3-dimethylcysteine" "&beta;-mercaptovaline" "D,L-penicillamine" "DL-3-mercaptovaline")
"penicillin N"	("penicillin N")	
"pent-1-en-3-one"	("pent-1-en-3-one" "1-pentene-3-one" "ethylvinyl ketone" "1-penten-3-one" "pentenone" "4-penten-3-one")	("1-pentene-3-one" "ethylvinyl ketone" "1-penten-3-one" "pentenone" "4-penten-3-one")
"pentachlorophenol"	("pentachlorophenol" "PCP")	("PCP")
"pentan-2-ol"	("pentan-2-ol" "2-pentyl alcohol" "2-pentanol")	("2-pentyl alcohol" "2-pentanol")
"pentose-ring"	("pentose-ring")	
"peptidoglycan D-alanyl-DAP crosslink"	("peptidoglycan D-alanyl-DAP crosslink")	
"peptidoglycan DAP-DAP crosslink"	("peptidoglycan DAP-DAP crosslink")	
"peptidoglycan tetrapeptide, glycan chain 1"	("peptidoglycan tetrapeptide, glycan chain 1")	
"peptidoglycan tetrapeptide, glycan chain 2"	("peptidoglycan tetrapeptide, glycan chain 2")	
"peptidoglycan tripeptide, glycan chain 1"	("peptidoglycan tripeptide, glycan chain 1")	
"perakine"	("perakine" "raucaffrine" "(17<i>R</i>,20&alpha;,21&beta;)-1,2-didehydro-1-demethyl-17-(acetyloxy)-21-methyl-18-norajmalan-19-al")	("raucaffrine" "(17<i>R</i>,20&alpha;,21&beta;)-1,2-didehydro-1-demethyl-17-(acetyloxy)-21-methyl-18-norajmalan-19-al")
"perillate"	("perillate" "perillic acid" "perillyl carboxylate" "4-(1-methylethenyl)-1-cyclohexene-1-carboxylic acid" "4-isopropenylcyclohex-1-enecarboxylic acid")	("perillic acid" "perillyl carboxylate" "4-(1-methylethenyl)-1-cyclohexene-1-carboxylic acid" "4-isopropenylcyclohex-1-enecarboxylic acid")
"perillyl alcohol"	("perillyl alcohol")	
"perillyl aldehyde"	("perillyl aldehyde" "Perillaldehyde")	("Perillaldehyde")
"petivericin"	("petivericin" "S-benzyl phenylmethanethiosulfinate")	("S-benzyl phenylmethanethiosulfinate")
"petiveriin"	("petiveriin" "S-benzyl-L-cysteine sulfoxide")	("S-benzyl-L-cysteine sulfoxide")
"phaseic acid"	("phaseic acid" "(-)-phaseic acid" "PA" "phaseate")	("(-)-phaseic acid" "PA" "phaseate")
"phenanthrene-ring"	("phenanthrene-ring")	
"phenazine"	("phenazine" "9,10-diazaanthracene" "azophenylene" "dibenzo-<i>p</i>-diazine" "dibenzoparadiazine" "dibenzopyrazine")	("9,10-diazaanthracene" "azophenylene" "dibenzo-<i>p</i>-diazine" "dibenzoparadiazine" "dibenzopyrazine")
"phenazine methosulfate"	("phenazine methosulfate" "<i>N</i>-methylphenazinium methosulfate" "phenazine methylsulfate" "PMS")	("<i>N</i>-methylphenazinium methosulfate" "phenazine methylsulfate" "PMS")
"phenylacetaldehyde"	("phenylacetaldehyde" "2-phenylacetaldehyde" "PAA" "&alpha;-tolualdehyde" "hyacinthin" "phenylethanal")	("2-phenylacetaldehyde" "PAA" "&alpha;-tolualdehyde" "hyacinthin" "phenylethanal")
"phenylacetate"	("phenylacetate" "2-phenylacetate" "benzeneacetic acid" "phenylacetic acid")	("2-phenylacetate" "benzeneacetic acid" "phenylacetic acid")
"phenylarsine oxide"	("phenylarsine oxide" "2-(Hydroxypropyl)phenylarsinic acid")	("2-(Hydroxypropyl)phenylarsinic acid")
"phenylethylbenzoate"	("phenylethylbenzoate" "phenylethyl benzoate" "benzylcarbinyl benzoate" "2-phenylethyl benzoate")	("phenylethyl benzoate" "benzylcarbinyl benzoate" "2-phenylethyl benzoate")
"phenylglyoxylate"	("phenylglyoxylate" "2-oxo-2-phenylacetate" "phenylglyoxylic acid" "benzoylformic acid" "benzoylformate")	("2-oxo-2-phenylacetate" "phenylglyoxylic acid" "benzoylformic acid" "benzoylformate")
"phenylhydrazine"	("phenylhydrazine" "hydrazine, phenyl-" "hydrazine-benzene" "hydrazobenzene" "hydrazinobenzene" "monophenylhydrazine")	("hydrazine, phenyl-" "hydrazine-benzene" "hydrazobenzene" "hydrazinobenzene" "monophenylhydrazine")
"phenyllactate"	("phenyllactate" "phenyllactic acid")	("phenyllactic acid")
"phenylmethanesulfenate"	("phenylmethanesulfenate" "phenylmethanesulfenic acid" "PMSA")	("phenylmethanesulfenic acid" "PMSA")
"pheophorbide <i>a</i>"	("pheophorbide <i>a</i>" "pheide <i>a</i>")	("pheide <i>a</i>")
"pheophorbide <i>b</i>"	("pheophorbide <i>b</i>" "pheide <i>b</i>")	("pheide <i>b</i>")
"pheophytin a"	("pheophytin a")	
"pheophytin b"	("pheophytin b" "phaeophytin b")	("phaeophytin b")
"phosphate"	("phosphate" "inorganic phosphate" "phosphate-inorganic" "Pi" "orthophosphate" "PO<SUB>4</SUB><SUP>3-</SUP>" "HPO<SUB>4</SUB><SUP>2-</SUP>" "HPO<SUB>4</SUB><SUP>-2</SUP>")	("inorganic phosphate" "phosphate-inorganic" "Pi" "orthophosphate" "PO<SUB>4</SUB><SUP>3-</SUP>" "HPO<SUB>4</SUB><SUP>2-</SUP>" "HPO<SUB>4</SUB><SUP>-2</SUP>")
"phosphatidate-34:1"	("phosphatidate-34:1" "phosphatidic acid-34:1" "PA-34:1" "PA34:1")	("phosphatidic acid-34:1" "PA-34:1" "PA34:1")
"phosphatidate-34:2"	("phosphatidate-34:2" "phosphatidic acid-34:2" "PA-34:2" "PA34:2")	("phosphatidic acid-34:2" "PA-34:2" "PA34:2")
"phosphatidate-34:3"	("phosphatidate-34:3" "phosphatidic acid-34:3" "PA-34:3" "PA34:3")	("phosphatidic acid-34:3" "PA-34:3" "PA34:3")
"phosphatidate-34:4"	("phosphatidate-34:4" "phosphatidic acid-34:4" "PA-34:4" "PA34:4")	("phosphatidic acid-34:4" "PA-34:4" "PA34:4")
"phosphatidate-34:6"	("phosphatidate-34:6" "phosphatidic acid-34:6" "PA-34:6" "PA34:6")	("phosphatidic acid-34:6" "PA-34:6" "PA34:6")
"phosphatidate-36:2"	("phosphatidate-36:2" "phosphatidic acid-36:2" "PA-36:2" "PA36:2")	("phosphatidic acid-36:2" "PA-36:2" "PA36:2")
"phosphatidate-36:3"	("phosphatidate-36:3" "phosphatidic acid-36:3" "PA-36:3" "PA36:3")	("phosphatidic acid-36:3" "PA-36:3" "PA36:3")
"phosphatidate-36:4"	("phosphatidate-36:4" "phosphatidic acid-36:4" "PA-36:4" "PA36:4")	("phosphatidic acid-36:4" "PA-36:4" "PA36:4")
"phosphatidate-36:5"	("phosphatidate-36:5" "phosphatidic acid-36:5" "PA-36:5" "PA36:5")	("phosphatidic acid-36:5" "PA-36:5" "PA36:5")
"phosphatidate-36:6"	("phosphatidate-36:6" "phosphatidic acid-36:6" "PA-36:6" "PA36:6")	("phosphatidic acid-36:6" "PA-36:6" "PA36:6")
"phosphatidylcholine-32:0"	("phosphatidylcholine-32:0" "PC-32:0" "PC32:0")	("PC-32:0" "PC32:0")
"phosphatidylcholine-34:1"	("phosphatidylcholine-34:1" "PC-34:1" "PC34:1")	("PC-34:1" "PC34:1")
"phosphatidylcholine-34:2"	("phosphatidylcholine-34:2" "PC-34:2" "PC34:2")	("PC-34:2" "PC34:2")
"phosphatidylcholine-34:3"	("phosphatidylcholine-34:3" "PC-34:3" "PC34:3")	("PC-34:3" "PC34:3")
"phosphatidylcholine-34:4"	("phosphatidylcholine-34:4" "PC-34:4" "PC34:4")	("PC-34:4" "PC34:4")
"phosphatidylcholine-36:1"	("phosphatidylcholine-36:1" "PC-36:1" "PC36:1")	("PC-36:1" "PC36:1")
"phosphatidylcholine-36:2"	("phosphatidylcholine-36:2" "PC-36:2" "PC36:2")	("PC-36:2" "PC36:2")
"phosphatidylcholine-36:3"	("phosphatidylcholine-36:3" "PC-36:3" "PC36:3")	("PC-36:3" "PC36:3")
"phosphatidylcholine-36:4"	("phosphatidylcholine-36:4" "PC-36:4" "PC36:4")	("PC-36:4" "PC36:4")
"phosphatidylcholine-36:5"	("phosphatidylcholine-36:5" "PC-36:5" "PC36:5")	("PC-36:5" "PC36:5")
"phosphatidylcholine-36:6"	("phosphatidylcholine-36:6" "PC-36:6" "PC36:6")	("PC-36:6" "PC36:6")
"phosphatidylcholine-38:2"	("phosphatidylcholine-38:2" "PC-38:2" "PC38:2")	("PC-38:2" "PC38:2")
"phosphatidylcholine-38:3"	("phosphatidylcholine-38:3" "PC-38:3" "PC38:3")	("PC-38:3" "PC38:3")
"phosphatidylcholine-38:4"	("phosphatidylcholine-38:4" "PC-38:4" "PC38:4")	("PC-38:4" "PC38:4")
"phosphatidylcholine-38:5"	("phosphatidylcholine-38:5" "PC-38:5" "PC38:5")	("PC-38:5" "PC38:5")
"phosphatidylcholine-38:6"	("phosphatidylcholine-38:6" "PC-38:6" "PC38:6")	("PC-38:6" "PC38:6")
"phosphatidylcholine-40:2"	("phosphatidylcholine-40:2" "PC-40:2" "PC40:2")	("PC-40:2" "PC40:2")
"phosphatidylcholine-40:3"	("phosphatidylcholine-40:3" "PC-40:3" "PC40:3")	("PC-40:3" "PC40:3")
"phosphatidylcholine-40:4"	("phosphatidylcholine-40:4" "PC-40:4" "PC40:4")	("PC-40:4" "PC40:4")
"phosphatidylcholine-40:5"	("phosphatidylcholine-40:5" "PC-40:5" "PC40:5")	("PC-40:5" "PC40:5")
"phosphatidylethanolamine-34:1"	("phosphatidylethanolamine-34:1" "PE-34:1" "PE34:1")	("PE-34:1" "PE34:1")
"phosphatidylethanolamine-34:2"	("phosphatidylethanolamine-34:2" "PE-34:2" "PE34:2")	("PE-34:2" "PE34:2")
"phosphatidylethanolamine-34:3"	("phosphatidylethanolamine-34:3" "PE-34:3" "PE34:3")	("PE-34:3" "PE34:3")
"phosphatidylethanolamine-34:4"	("phosphatidylethanolamine-34:4" "PE-34:4" "PE34:4")	("PE-34:4" "PE34:4")
"phosphatidylethanolamine-36:1"	("phosphatidylethanolamine-36:1" "PE-36:1" "PE36:1")	("PE-36:1" "PE36:1")
"phosphatidylethanolamine-36:2"	("phosphatidylethanolamine-36:2" "PE-36:2" "PE36:2")	("PE-36:2" "PE36:2")
"phosphatidylethanolamine-36:3"	("phosphatidylethanolamine-36:3" "PE-36:3" "PE36:3")	("PE-36:3" "PE36:3")
"phosphatidylethanolamine-36:4"	("phosphatidylethanolamine-36:4" "PE-36:4" "PE36:4")	("PE-36:4" "PE36:4")
"phosphatidylethanolamine-36:5"	("phosphatidylethanolamine-36:5" "PE-36:5" "PE36:5")	("PE-36:5" "PE36:5")
"phosphatidylethanolamine-36:6"	("phosphatidylethanolamine-36:6" "PE-36:6" "PE36:6")	("PE-36:6" "PE36:6")
"phosphatidylethanolamine-38:2"	("phosphatidylethanolamine-38:2" "PE-38:2" "PE38:2")	("PE-38:2" "PE38:2")
"phosphatidylethanolamine-38:3"	("phosphatidylethanolamine-38:3" "PE-38:3" "PE38:3")	("PE-38:3" "PE38:3")
"phosphatidylethanolamine-38:4"	("phosphatidylethanolamine-38:4" "PE-38:4" "PE38:4")	("PE-38:4" "PE38:4")
"phosphatidylethanolamine-38:5"	("phosphatidylethanolamine-38:5" "PE-38:5" "PE38:5")	("PE-38:5" "PE38:5")
"phosphatidylethanolamine-38:6"	("phosphatidylethanolamine-38:6" "PE-38:6" "PE38:6")	("PE-38:6" "PE38:6")
"phosphatidylethanolamine-40:2"	("phosphatidylethanolamine-40:2" "PE-40:2" "PE40:2")	("PE-40:2" "PE40:2")
"phosphatidylethanolamine-40:3"	("phosphatidylethanolamine-40:3" "PE-40:3" "PE40:3")	("PE-40:3" "PE40:3")
"phosphatidylethanolamine-42:2"	("phosphatidylethanolamine-42:2" "PE-42:2" "PE42:2")	("PE-42:2" "PE42:2")
"phosphatidylethanolamine-42:3"	("phosphatidylethanolamine-42:3" "PE-42:3" "PE42:3")	("PE-42:3" "PE42:3")
"phosphatidylethanolamine-42:4"	("phosphatidylethanolamine-42:4" "PE-42:4" "PE42:4")	("PE-42:4" "PE42:4")
"phosphatidylglycerol-32:0"	("phosphatidylglycerol-32:0" "PG-32:0" "PG32:0")	("PG-32:0" "PG32:0")
"phosphatidylglycerol-32:1"	("phosphatidylglycerol-32:1" "PG-32:1" "PG32:1")	("PG-32:1" "PG32:1")
"phosphatidylglycerol-34:0"	("phosphatidylglycerol-34:0" "PG-34:0" "PG34:0")	("PG-34:0" "PG34:0")
"phosphatidylglycerol-34:1"	("phosphatidylglycerol-34:1" "PG-34:1" "PG34:1")	("PG-34:1" "PG34:1")
"phosphatidylglycerol-34:2"	("phosphatidylglycerol-34:2" "PG-34:2" "PG34:2")	("PG-34:2" "PG34:2")
"phosphatidylglycerol-34:3"	("phosphatidylglycerol-34:3" "PG-34:3" "PG34:3")	("PG-34:3" "PG34:3")
"phosphatidylglycerol-34:4"	("phosphatidylglycerol-34:4" "PG-34:4" "PG34:4")	("PG-34:4" "PG34:4")
"phosphatidylglycerophosphate (dioctadec-9-enoyl(Z))"	("phosphatidylglycerophosphate (dioctadec-9-enoyl(Z))" "1-18:1(9Z)-2-18:1(9Z)-phosphatidylglycerophosphate")	("1-18:1(9Z)-2-18:1(9Z)-phosphatidylglycerophosphate")
"phosphatidylinositol-34:1"	("phosphatidylinositol-34:1" "PI-34:1" "PI34:1")	("PI-34:1" "PI34:1")
"phosphatidylinositol-34:2"	("phosphatidylinositol-34:2" "PI-34:2" "PI34:2")	("PI-34:2" "PI34:2")
