TraitId;TraitName;TraitValues;TraitProperties;OtherProperties;pmcId
602;Plant height;{};{"Wild species used":"L. pennellii","References":"[238]","Chromosome":"Many chromosomes","Mapping population":"ILs"};{};PMC2267253
603;L. pimpinellifolium;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"1 Q"};{};PMC2267253
604;L. hirsutum;{};{"Wild species used":"BC1","Chromosome":"[235]","Mapping population":"4 Q"};{};PMC2267253
605;L. cheesmanii;{};{"Wild species used":"F8 RIL","Chromosome":"[280]","Mapping population":"7 Q"};{};PMC2267253
606;									Seed number;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"4,6,7,12","Mapping population":"BC1"};{};PMC2267253
607;L. pimpinellifolium;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"2 Q"};{};PMC2267253
608;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"4 Q"};{};PMC2267253
609;L. pimpinellifolium;{};{"Wild species used":"F2","Chromosome":"[426]","Mapping population":"10 Q"};{};PMC2267253
610;									Seed weight;{};{"Wild species used":"L. pennellii","References":"[274]","Chromosome":"1,2,4,7,8","Mapping population":"BC1"};{};PMC2267253
611;L. cheesmanii;{};{"Wild species used":"F8 RILs","Chromosome":"[279]","Mapping population":"14 Q"};{};PMC2267253
612;L. pimpinellifolium;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"4 Q"};{};PMC2267253
613;L. pimpinellifolium;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"4 Q"};{};PMC2267253
614;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"5 Q"};{};PMC2267253
615;Self incompatibility;{};{"Wild species used":"L. peruvianum","References":"[272]","Chromosome":"1","Mapping population":"Reciprcal F1s"};{};PMC2267253
616;L. peruvianum;{};{"Wild species used":"F1","Chromosome":"[433]","Mapping population":"S locus"};{};PMC2267253
617;L. hirsutum;{};{"Wild species used":"BC1","Chromosome":"[235]","Mapping population":"S locus"};{};PMC2267253
618;Self pruning;{};{"Wild species used":"L. esculentum","References":"[407]","Chromosome":"6","Mapping population":"F2"};{};PMC2267253
619;L. chmielewskii;{};{"Wild species used":"BC1","Chromosome":"[167]","Mapping population":"sp"};{};PMC2267253
620;L. pimpinellifolium;{};{"Wild species used":"BC1","Chromosome":"[166]","Mapping population":"sp"};{};PMC2267253
621;Stem vascular morphology;{};{"Wild species used":"L. hirsutum","References":"[434]","Chromosome":"2","Mapping population":"BC2S5"};{};PMC2267253
622;Transgressive Segregation;{};{"Wild species used":"L. pennellii","References":"[237]","Chromosome":"All 12 chromosomes","Mapping population":"F2"};{};PMC2267253
623;Unilateral incongruity;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,2,3,11,12","Mapping population":"BC1"};{};PMC2267253
624;Various frt. and plant characteristics;{};{"Wild species used":"L. pimpinellifolium","References":"[276]","Chromosome":"Undetermined","Mapping population":"F2"};{};PMC2267253
625;7 Q;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,5,7,11","Mapping population":"F8 RIL"};{};PMC2267253
626;7 Q;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,2,7,12","Mapping population":"BC1"};{};PMC2267253
627;7 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[231]","Chromosome":"2,3,5,6,8,9,11","Mapping population":"BC2F6"};{};PMC2267253
628;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2,3","Mapping population":"BC1"};{};PMC2267253
629;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2","Mapping population":"BC1"};{};PMC2267253
630;3,4;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
631;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"2,4","Mapping population":"BC1"};{};PMC2267253
632;1,7;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
633;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2,3","Mapping population":"BC1"};{};PMC2267253
634;1 Q;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1","Mapping population":"BC1"};{};PMC2267253
635;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"3,6,9","Mapping population":"BC1"};{};PMC2267253
636;1,7,9,10,11;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"5 Q"};{};PMC2267253
637;1,2,3,4,5,7,9;{};{"Wild species used":"F2","Chromosome":"[426]","Mapping population":"9 Q"};{};PMC2267253
638;5 Q;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"4,8,9,11","Mapping population":"F8 RILs"};{};PMC2267253
639;3;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"1,5,9","Mapping population":"BC3"};{};PMC2267253
640;3 Q;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,5,7","Mapping population":"BC1"};{};PMC2267253
641;2 Q;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"4,12","Mapping population":"BC1"};{};PMC2267253
642;5 Q;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,6,11","Mapping population":"F8 RIL"};{};PMC2267253
643;4 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"4,5,7","Mapping population":"F2"};{};PMC2267253
644;1 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"5","Mapping population":"F2"};{};PMC2267253
645;4 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"2,11,12","Mapping population":"F2"};{};PMC2267253
646;2 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"1,5","Mapping population":"F2"};{};PMC2267253
647;3 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"10,11","Mapping population":"F2"};{};PMC2267253
648;2 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"17,12","Mapping population":"F2"};{};PMC2267253
649;2 Q;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"1,4","Mapping population":"F2"};{};PMC2267253
650;ms-10;{};{"Wild species used":"L. pimpinellifolium","References":"[271]","Chromosome":"2","Mapping population":"F2"};{};PMC2267253
651;6 Q;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"1,2,3,6,8","Mapping population":"F8 RIL"};{};PMC2267253
652;8 Q;{};{"Wild species used":"L. peruvianum","References":"[240]","Chromosome":"1,2,3,5,8,9,10","Mapping population":"BC3, BC4"};{};PMC2267253
653;2,3,6,7,8;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"6 Q"};{};PMC2267253
654;1,2,3,4,5,6,8,9,10,11,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"19"};{};PMC2267253
655;8 Q;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,6,9,11","Mapping population":"F8 RIL"};{};PMC2267253
656;6 Q;{};{"Wild species used":"L. peruvianum","References":"[240]","Chromosome":"1,2,3,7,8,9","Mapping population":"BC3, BC4"};{};PMC2267253
657;2,3,9,11;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"4 Q"};{};PMC2267253
658;16 Q;{};{"Wild species used":"L. pennellii","References":"[238]","Chromosome":"Many chromosomes","Mapping population":"ILs"};{};PMC2267253
659;2;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"1 Q"};{};PMC2267253
660;1,2,5,11;{};{"Wild species used":"BC1","Chromosome":"[235]","Mapping population":"4 Q"};{};PMC2267253
661;2,3,4,6,7;{};{"Wild species used":"F8 RIL","Chromosome":"[280]","Mapping population":"7 Q"};{};PMC2267253
662;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"4,6,7,12","Mapping population":"BC1"};{};PMC2267253
663;1,11;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"2 Q"};{};PMC2267253
664;5,6,8;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"4 Q"};{};PMC2267253
665;1,2,3,4,6,7,9,11,12;{};{"Wild species used":"F2","Chromosome":"[426]","Mapping population":"10 Q"};{};PMC2267253
666;5 Q;{};{"Wild species used":"L. pennellii","References":"[274]","Chromosome":"1,2,4,7,8","Mapping population":"BC1"};{};PMC2267253
667;1,2,3,4,6,7,9,11,12;{};{"Wild species used":"F8 RILs","Chromosome":"[279]","Mapping population":"14 Q"};{};PMC2267253
668;2,4,10,12;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"4 Q"};{};PMC2267253
669;1,2,4;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"4 Q"};{};PMC2267253
670;1,4,5,7;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"5 Q"};{};PMC2267253
671;S locus;{};{"Wild species used":"L. peruvianum","References":"[272]","Chromosome":"1","Mapping population":"Reciprcal F1s"};{};PMC2267253
672;1;{};{"Wild species used":"F1","Chromosome":"[433]","Mapping population":"S locus"};{};PMC2267253
673;1;{};{"Wild species used":"BC1","Chromosome":"[235]","Mapping population":"S locus"};{};PMC2267253
674;sp;{};{"Wild species used":"L. esculentum","References":"[407]","Chromosome":"6","Mapping population":"F2"};{};PMC2267253
675;6;{};{"Wild species used":"BC1","Chromosome":"[167]","Mapping population":"sp"};{};PMC2267253
676;6;{};{"Wild species used":"BC1","Chromosome":"[166]","Mapping population":"sp"};{};PMC2267253
677;1 Q;{};{"Wild species used":"L. hirsutum","References":"[434]","Chromosome":"2","Mapping population":"BC2S5"};{};PMC2267253
678;74 Q for 8 traits;{};{"Wild species used":"L. pennellii","References":"[237]","Chromosome":"All 12 chromosomes","Mapping population":"F2"};{};PMC2267253
679;6 Q;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,2,3,11,12","Mapping population":"BC1"};{};PMC2267253
680;Many Q;{};{"Wild species used":"L. pimpinellifolium","References":"[276]","Chromosome":"Undetermined","Mapping population":"F2"};{};PMC2267253
681;Bacterial canker;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
682;L. hirsutum;{};{"Source species":"Rcm2.0, Rcm5.1(Q)"};{};PMC2267253
683;Bacterial speck;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, [447]"};{};PMC2267253
684;Bacterial spot;{};{"Source species":"L. esculentum","Reference":"[447]"};{};PMC2267253
685;Bacterial wilt;{};{"Source species":"L. esculentum","Reference":"Seed companies"};{};PMC2267253
686;Blackmold;{};{"Source species":"L. cheesmanii","Reference":"[288]"};{};PMC2267253
687;Corky root rot;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
688;Fusarium wilt;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, public breeders"};{};PMC2267253
689;Jointless;{};{"Source species":"L. cheesmanii","Reference":"Seed companies"};{};PMC2267253
690;Late blight;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, public breeders"};{};PMC2267253
691;L. hirsutum;{};{"Source species":"4 Q"};{};PMC2267253
692;Lycopene;{};{"Source species":"L. esculentum","Reference":"Seed companies"};{};PMC2267253
693;Powdery mildew;{};{"Source species":"L. chilense, L. hirsutum","Reference":"Seed companies"};{};PMC2267253
694;Ripening inhibitor;{};{"Source species":"L. cheesmanii","Reference":"Seed companies"};{};PMC2267253
695;Root-knot nematode;{};{"Source species":"L. peruvianum","Reference":"Seed companies, public breeders"};{};PMC2267253
696;Self pruning;{};{"Source species":"L. esculentum","Reference":"Seed companies, public breeders"};{};PMC2267253
697;Soluble solids;{};{"Source species":"Not known","Reference":"Seed companies"};{};PMC2267253
698;Tomato spotted wild virus;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
699;Tomato yellow leaf curl virus;{};{"Source species":"Different species","Reference":"Seed companies"};{};PMC2267253
700;Tobacco mosaic virus;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
701;Verticillium wilt;{};{"Source species":"L. esculentum","Reference":"Seed companies, public breeders"};{};PMC2267253
702;3 Q;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
703;[287];{};{"Source species":"Rcm2.0, Rcm5.1(Q)"};{};PMC2267253
704;Pto;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, [447]"};{};PMC2267253
705;Rx-3 (Q);{};{"Source species":"L. esculentum","Reference":"[447]"};{};PMC2267253
706;2 Q;{};{"Source species":"L. esculentum","Reference":"Seed companies"};{};PMC2267253
707;Few Q;{};{"Source species":"L. cheesmanii","Reference":"[288]"};{};PMC2267253
708;Py-1;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
709;I-2C, I-3;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, public breeders"};{};PMC2267253
710;Ph-3;{};{"Source species":"L. pimpinellifolium","Reference":"Seed companies, public breeders"};{};PMC2267253
711;[342];{};{"Source species":"4 Q"};{};PMC2267253
712;Ogc, cr;{};{"Source species":"L. esculentum","Reference":"Seed companies"};{};PMC2267253
713;Lv, Ol-1, Ol-2;{};{"Source species":"L. chilense, L. hirsutum","Reference":"Seed companies"};{};PMC2267253
714;rin;{};{"Source species":"L. cheesmanii","Reference":"Seed companies"};{};PMC2267253
715;Mi;{};{"Source species":"L. peruvianum","Reference":"Seed companies, public breeders"};{};PMC2267253
716;sp;{};{"Source species":"L. esculentum","Reference":"Seed companies, public breeders"};{};PMC2267253
717;Q;{};{"Source species":"Not known","Reference":"Seed companies"};{};PMC2267253
718;Sw-5;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
719;Few Q;{};{"Source species":"Different species","Reference":"Seed companies"};{};PMC2267253
720;Tm-2a;{};{"Source species":"L. peruvianum","Reference":"Seed companies"};{};PMC2267253
721;Ve;{};{"Source species":"L. esculentum","Reference":"Seed companies, public breeders"};{};PMC2267253
722;Aphid (potato) resistance;{"Chromosome":"6"};{"Source species":"L. peruvianum","Reference":"[38, 388, 389]","Nature\/activity\/ function":"NBS-LRR","Fine mapping population":"NIL F2"};{};PMC2267253
723;Bacterial speck resistance;{"Chromosome":"5"};{"Source species":"L. pimpinellifolium","Reference":"[56, 466, 467]","Nature\/activity\/ function":"Serine-threonine protein kinase","Fine mapping population":"NIL F2"};{};PMC2267253
724;Brix (soluble solids);{"Chromosome":"9"};{"Source species":"L. pennellii","Reference":"[98, 302, 303]","Nature\/activity\/ function":"Apoplastic invertase","Fine mapping population":"NIL F2"};{};PMC2267253
725;Fenthion resistance;{"Chromosome":"5"};{"Source species":"L. pimpinellifolium","Reference":"[317, 468]","Nature\/activity\/ function":"NBS-LRR Resistance gene","Fine mapping population":"NIL F2"};{};PMC2267253
726;Flower, exerted stigma;{"Chromosome":"2"};{"Source species":"L. pennellii","Reference":"[307]","Nature\/activity\/ function":"Affects several aspects of floral morphology","Fine mapping population":"NIL F2 and F3"};{};PMC2267253
727;Frt. color (β-carotene);{"Chromosome":"6"};{"Source species":"L. pennellii","Reference":"[131, 299]","Nature\/activity\/ function":"Lycopene β-cyclase","Fine mapping population":"NIL F2"};{};PMC2267253
728;Frt. color (crimson);{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[131, 299]","Nature\/activity\/ function":"Lycopene cyclase null allele","Fine mapping population":"NIL F2"};{};PMC2267253
729;Frt. color (high-pigment-2);{"Chromosome":"1"};{"Source species":"L. esculentum","Reference":"[413]","Nature\/activity\/ function":"Homologue of deetiolated 1","Fine mapping population":"N\/A"};{};PMC2267253
730;Frt. color (old gold);{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[131]","Nature\/activity\/ function":"Lycopene cyclase null allele","Fine mapping population":"NIL F2"};{};PMC2267253
731;Frt. color (tangerine);{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[301]","Nature\/activity\/ function":"Carotenoid isomerase","Fine mapping population":"NIL F2"};{};PMC2267253
732;Frt. ripening (colorless nonripening);{"Chromosome":"2"};{"Source species":"L. esculentum, L. cheesmani","Reference":"[420]","Nature\/activity\/ function":"ND","Fine mapping population":"F2 and FISH"};{};PMC2267253
733;Fruit ripening (never ripe);{"Chromosome":"9"};{"Source species":"L. esculentum","Reference":"[421\u2013423]","Nature\/activity\/ function":"Blocks ethylene perception","Fine mapping population":"NIL F2"};{};PMC2267253
734;Fruit ripening (nonripening);{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[153, 424, 425]","Nature\/activity\/ function":"MADS-box transcription factor","Fine mapping population":"NIL F2"};{};PMC2267253
735;Frt. ripening (polygalacturonase);{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[157, 418, 469]","Nature\/activity\/ function":"Pectin hydrolyzing","Fine mapping population":"N\/A"};{};PMC2267253
736;Fruit ripening (ripening inhibitor);{"Chromosome":"5"};{"Source species":"L. esculentum L. cheesmanii L. pennellii","Reference":"[153, 424, 425]","Nature\/activity\/ function":"MADS-box transcription factor","Fine mapping population":"NIL F2"};{};PMC2267253
737;											Fruit shape;{"Chromosome":"8"};{"Source species":"L. pimpinellifolium","Reference":"[438, 470]","Nature\/activity\/ function":"Imparts blocky, elongated shape","Fine mapping population":"NIL F2"};{};PMC2267253
738;Sun (Q);{"Chromosome":"L. esculentum"};{"Source species":"NIL F2 and F3","Nature\/activity\/ function":"[306, 470, 471]","Fine mapping population":"Imparts oval shape"};{};PMC2267253
739;ovate (Q);{"Chromosome":"L. pimpinellifolium"};{"Source species":"NIL F2","Nature\/activity\/ function":"[428, 439, 470]","Fine mapping population":"Plant-growth suppressor"};{};PMC2267253
740;Fruit weight;{"Chromosome":"2"};{"Source species":"L. pennellii","Reference":"[305, 435, 470, 472\u2013474]","Nature\/activity\/ function":"Controls carpel cell number","Fine mapping population":"NIL F2"};{};PMC2267253
741;Fusarium wilt resistance;{"Chromosome":"11"};{"Source species":"L. esculentum","Reference":"[335]","Nature\/activity\/ function":"Leucine zipper and LRR-NBS","Fine mapping population":"NIL F2"};{};PMC2267253
742;Growth habit;{"Chromosome":"9"};{"Source species":"L. pennellii","Reference":"[303]","Nature\/activity\/ function":"Semi-determinate growth","Fine mapping population":"F2"};{};PMC2267253
743;Iron uptake;{"Chromosome":"1"};{"Source species":"L. pennellii","Reference":"[475]","Nature\/activity\/ function":"Nicotianamine synthase","Fine mapping population":"NIL F2"};{};PMC2267253
744;											Jointless;{"Chromosome":"11"};{"Source species":"L. esculentum","Reference":"[176, 431, 476, 477]","Nature\/activity\/ function":"Suppress formation of pedicel abscission zone","Fine mapping population":"F2, NIL F2"};{};PMC2267253
745;j-2;{"Chromosome":"L. cheesmanii"};{"Source species":"F2","Nature\/activity\/ function":"[432, 478]","Fine mapping population":"Suppress formation of pedicel abscission zone"};{};PMC2267253
746;Leaf mould resistance;{"Chromosome":"1,6"};{"Source species":"L. peruvianum","Reference":"[479]","Nature\/activity\/ function":"LRR","Fine mapping population":"NIL F2"};{};PMC2267253
747;Nematode (rootknot) resistance;{"Chromosome":"6"};{"Source species":"L. peruvianum","Reference":"[38, 312, 388, 389]","Nature\/activity\/ function":"NBS-LRR","Fine mapping population":"NIL F2"};{};PMC2267253
748;Self pruning (sp);{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[170]","Nature\/activity\/ function":"Regulate cycle of vegetative and reproductive growth","Fine mapping population":"NIL F2"};{};PMC2267253
749;sp gene family;{"Chromosome":"2,3,5,6,9"};{"Source species":"L. pennellii","Reference":"[169]","Nature\/activity\/ function":"Not determined","Fine mapping population":"NIL F2"};{};PMC2267253
750;Self incompatibility;{"Chromosome":"1"};{"Source species":"L. peruvianum","Reference":"[480]","Nature\/activity\/ function":"RNase activity","Fine mapping population":"N\/A"};{};PMC2267253
751;Tomato spotted wilt virus;{"Chromosome":"9"};{"Source species":"L. peruvianum","Reference":"[481\u2013483]","Nature\/activity\/ function":"NBS-LRR Resistance gene","Fine mapping population":"NIL F2"};{};PMC2267253
752;Meu-1;{"Chromosome":"6"};{"Source species":"L. peruvianum","Reference":"[38, 388, 389]","Nature\/activity\/ function":"NBS-LRR","Fine mapping population":"NIL F2"};{};PMC2267253
753;Pto;{"Chromosome":"5"};{"Source species":"L. pimpinellifolium","Reference":"[56, 466, 467]","Nature\/activity\/ function":"Serine-threonine protein kinase","Fine mapping population":"NIL F2"};{};PMC2267253
754;Brix9-2-5, Lin5(Q);{"Chromosome":"9"};{"Source species":"L. pennellii","Reference":"[98, 302, 303]","Nature\/activity\/ function":"Apoplastic invertase","Fine mapping population":"NIL F2"};{};PMC2267253
755;Prf;{"Chromosome":"5"};{"Source species":"L. pimpinellifolium","Reference":"[317, 468]","Nature\/activity\/ function":"NBS-LRR Resistance gene","Fine mapping population":"NIL F2"};{};PMC2267253
756;se2.1 (Q);{"Chromosome":"2"};{"Source species":"L. pennellii","Reference":"[307]","Nature\/activity\/ function":"Affects several aspects of floral morphology","Fine mapping population":"NIL F2 and F3"};{};PMC2267253
757;B;{"Chromosome":"6"};{"Source species":"L. pennellii","Reference":"[131, 299]","Nature\/activity\/ function":"Lycopene β-cyclase","Fine mapping population":"NIL F2"};{};PMC2267253
758;ogc, cr;{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[131, 299]","Nature\/activity\/ function":"Lycopene cyclase null allele","Fine mapping population":"NIL F2"};{};PMC2267253
759;hp-2;{"Chromosome":"1"};{"Source species":"L. esculentum","Reference":"[413]","Nature\/activity\/ function":"Homologue of deetiolated 1","Fine mapping population":"N\/A"};{};PMC2267253
760;og;{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[131]","Nature\/activity\/ function":"Lycopene cyclase null allele","Fine mapping population":"NIL F2"};{};PMC2267253
761;CRISTO;{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[301]","Nature\/activity\/ function":"Carotenoid isomerase","Fine mapping population":"NIL F2"};{};PMC2267253
762;Cnr;{"Chromosome":"2"};{"Source species":"L. esculentum, L. cheesmani","Reference":"[420]","Nature\/activity\/ function":"ND","Fine mapping population":"F2 and FISH"};{};PMC2267253
763;Nr;{"Chromosome":"9"};{"Source species":"L. esculentum","Reference":"[421\u2013423]","Nature\/activity\/ function":"Blocks ethylene perception","Fine mapping population":"NIL F2"};{};PMC2267253
764;nor;{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[153, 424, 425]","Nature\/activity\/ function":"MADS-box transcription factor","Fine mapping population":"NIL F2"};{};PMC2267253
765;TOM6;{"Chromosome":"10"};{"Source species":"L. esculentum","Reference":"[157, 418, 469]","Nature\/activity\/ function":"Pectin hydrolyzing","Fine mapping population":"N\/A"};{};PMC2267253
766;rin;{"Chromosome":"5"};{"Source species":"L. esculentum L. cheesmanii L. pennellii","Reference":"[153, 424, 425]","Nature\/activity\/ function":"MADS-box transcription factor","Fine mapping population":"NIL F2"};{};PMC2267253
767;fs8.1 (Q);{"Chromosome":"8"};{"Source species":"L. pimpinellifolium","Reference":"[438, 470]","Nature\/activity\/ function":"Imparts blocky, elongated shape","Fine mapping population":"NIL F2"};{};PMC2267253
768;7;{"Chromosome":"L. esculentum"};{"Source species":"NIL F2 and F3","Nature\/activity\/ function":"[306, 470, 471]","Fine mapping population":"Imparts oval shape"};{};PMC2267253
769;2;{"Chromosome":"L. pimpinellifolium"};{"Source species":"NIL F2","Nature\/activity\/ function":"[428, 439, 470]","Fine mapping population":"Plant-growth suppressor"};{};PMC2267253
770;fw2.2 (Q);{"Chromosome":"2"};{"Source species":"L. pennellii","Reference":"[305, 435, 470, 472\u2013474]","Nature\/activity\/ function":"Controls carpel cell number","Fine mapping population":"NIL F2"};{};PMC2267253
771;I2;{"Chromosome":"11"};{"Source species":"L. esculentum","Reference":"[335]","Nature\/activity\/ function":"Leucine zipper and LRR-NBS","Fine mapping population":"NIL F2"};{};PMC2267253
772;PW9-2-5 (Q);{"Chromosome":"9"};{"Source species":"L. pennellii","Reference":"[303]","Nature\/activity\/ function":"Semi-determinate growth","Fine mapping population":"F2"};{};PMC2267253
773;chloronerva;{"Chromosome":"1"};{"Source species":"L. pennellii","Reference":"[475]","Nature\/activity\/ function":"Nicotianamine synthase","Fine mapping population":"NIL F2"};{};PMC2267253
774;j;{"Chromosome":"11"};{"Source species":"L. esculentum","Reference":"[176, 431, 476, 477]","Nature\/activity\/ function":"Suppress formation of pedicel abscission zone","Fine mapping population":"F2, NIL F2"};{};PMC2267253
775;12;{"Chromosome":"L. cheesmanii"};{"Source species":"F2","Nature\/activity\/ function":"[432, 478]","Fine mapping population":"Suppress formation of pedicel abscission zone"};{};PMC2267253
776;Cf-2, Cf-4, Cf-5, Cf-9;{"Chromosome":"1,6"};{"Source species":"L. peruvianum","Reference":"[479]","Nature\/activity\/ function":"LRR","Fine mapping population":"NIL F2"};{};PMC2267253
777;Mi-1.1, Mi-1.2;{"Chromosome":"6"};{"Source species":"L. peruvianum","Reference":"[38, 312, 388, 389]","Nature\/activity\/ function":"NBS-LRR","Fine mapping population":"NIL F2"};{};PMC2267253
778;sp;{"Chromosome":"6"};{"Source species":"L. esculentum","Reference":"[170]","Nature\/activity\/ function":"Regulate cycle of vegetative and reproductive growth","Fine mapping population":"NIL F2"};{};PMC2267253
779;sp21, sp3D, sp5G, sp6A, sp9D;{"Chromosome":"2,3,5,6,9"};{"Source species":"L. pennellii","Reference":"[169]","Nature\/activity\/ function":"Not determined","Fine mapping population":"NIL F2"};{};PMC2267253
780;S;{"Chromosome":"1"};{"Source species":"L. peruvianum","Reference":"[480]","Nature\/activity\/ function":"RNase activity","Fine mapping population":"N\/A"};{};PMC2267253
781;Sw-5;{"Chromosome":"9"};{"Source species":"L. peruvianum","Reference":"[481\u2013483]","Nature\/activity\/ function":"NBS-LRR Resistance gene","Fine mapping population":"NIL F2"};{};PMC2267253
782;Late blight;{};{"Abbreviation":"LEAF","Description":"AUDPC for foliar symptoms"};{};PMC3852376
783;Maturity;{};{"Abbreviation":"DAP1st","Description":"Time after planting to first ripe fruit (d)"};{};PMC3852376
784;Yield;{};{"Abbreviation":"YLD","Description":"Fruit yield (kg)"};{};PMC3852376
785;Fruit size/shape;{};{"Abbreviation":"FH","Description":"Fruit height (mm)"};{};PMC3852376
786;Fruit quality;{};{"Abbreviation":"Brix","Description":"Brix (soluble solids content)"};{};PMC3852376
787;Plant;{};{"Abbreviation":"CD","Description":"Canopy density (visual rating: 1 = very sparse to 5 = very dense)"};{};PMC3852376
788;architecture;{};{"Abbreviation":"HAB","Description":"Plant habit (visual rating: 1 = prostrate to 5 = very upright)"};{};PMC3852376
789;Late blight;{"R2":"0.47","Year":"2009"};{"F Values Genotype":"1.69\u2021","F Values Location":"\u2014","Location":"1"};{};PMC3852376
790;resistance;{"R2":"0.77","Year":""};{"F Values Genotype":"2.77\u2021","F Values Location":"\u2014","Location":"2"};{};PMC3852376
791;Maturity;{"R2":"0.78","Year":"2009"};{"F Values Genotype":"11.01\u2021","F Values Location":"44.19\u2020","Location":"3 & 4"};{};PMC3852376
792;Yield;{"R2":"0.76","Year":"2009"};{"F Values Genotype":"6.25\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
793;Fruit size/shape;{"R2":"0.77","Year":"2009"};{"F Values Genotype":"6.37\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
794;Fruit quality;{"R2":"0.69","Year":"2009"};{"F Values Genotype":"4.50\u2021","F Values Location":"\u2014","Location":"3"};{};PMC3852376
