qtl_id,TraitOriginalName,trait_name,trait_uri,feature_name #as it table,feature_name #ontology_term,feature_uri #ontology term ID,markers,marker_uri,pmcId,doi,tableId
PMC4321030_TABLE 4_0_28,FP,fruit perimeter,http://purl.obolibrary.org/obo/SP_0000087,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_29,Fruit quality,fruit quality,http://purl.obolibrary.org/obo/TO_0002728,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_30,Fruit size,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_31,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_32,Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_33,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_34,SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_35,SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_27,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_28,FP,fruit perimeter,http://purl.obolibrary.org/obo/SP_0000087,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_29,Fruit quality,fruit quality,http://purl.obolibrary.org/obo/TO_0002728,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_30,Fruit size,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_31,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_32,Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_33,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_34,SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_35,SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC3852376_Table 2_3,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536;,PMC3852376, 10.1534/g3.113.007195,PMC3852376_Table 2
PMC3852376_Table 2_4,SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536;,PMC3852376, 10.1534/g3.113.007195,PMC3852376_Table 2
PMC3852376_Table 4_3,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536;,PMC3852376, 10.1534/g3.113.007195,PMC3852376_Table 4
PMC3852376_Table 4_4,SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0536,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene250_0-i11;http://solgenomics.net/genome/Solanum_pennellii/variation/T0536;,PMC3852376, 10.1534/g3.113.007195,PMC3852376_Table 4
PMC4948827_Table 5_38,qELS_T13_A03,qELS_T13_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC0A02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_39,qELS_T13_A03,qELS_T13_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC0A02-PM434,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_19,qELS_T12_B03,qELS_T12_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_20,qLLS_T13_B03_3,qLLS_T13_B03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_40,qELS_T12_B03,qELS_T12_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_24,qLLS_T13_B03_3,qLLS_T13_B03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_25,qLLS_T11_B06_1,qLLS_T11_B06_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC28E09-2-Ai119G12,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_21,qLLS_T11_B03_2,qLLS_T11_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 6_26,qLLS_T11_B03_2,qLLS_T11_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_27,qLLS_T12_B03_2,qLLS_T12_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_28,qLLS_T11_A01,qLLS_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC2D06,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_22,qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_23,qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 4_11,qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_12,qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 5_41,qELS_T13_A01,qELS_T13_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_24,qLLS_T11_B03_1,qLLS_T11_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_25,qLLS_T12_A03_1,qLLS_T12_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_26,qLLS_T13_B03_2,qLLS_T13_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_42,qELS_T13_B03,qELS_T13_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_29,qLLS_T11_B03_1,qLLS_T11_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_30,qLLS_T12_B03_1,qLLS_T12_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_31,qLLS_T13_B03_1,qLLS_T13_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_32,qLLS_T13_B03_2,qLLS_T13_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_27,qELS_T12_B03,qELS_T12_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_28,qLLS_T11_B03_1,qLLS_T11_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_29,qLLS_T12_A03_1,qLLS_T12_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_30,qLLS_T13_B03_2,qLLS_T13_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_31,qLLS_T13_B03_3,qLLS_T13_B03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_43,qELS_T12_B03,qELS_T12_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_44,qELS_T13_B03,qELS_T13_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_33,qLLS_T11_B03_1,qLLS_T11_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_34,qLLS_T12_B03_1,qLLS_T12_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_35,qLLS_T12_B03_2,qLLS_T12_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_36,qLLS_T13_B03_1,qLLS_T13_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_37,qLLS_T13_B03_2,qLLS_T13_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_38,qLLS_T13_B03_3,qLLS_T13_B03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 3_32,qLLS_T11_B03_2,qLLS_T11_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC4G02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 6_39,qLLS_T11_B03_2,qLLS_T11_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC4G02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_40,qLLS_T13_B04_1,qLLS_T13_B04_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC4F12-Seq17F06,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4321030_TABLE 2_36,DAP50,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_37,FH,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_38,Days to 50% ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_39,Fruit height,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_40,Fruit width,fruit width,http://purl.obolibrary.org/obo/TO_0002627,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_41,H,plant height,http://purl.obolibrary.org/obo/TO_0000207,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_42,FW,plant fresh weight,http://purl.obolibrary.org/obo/TO_0000442,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_43,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_44,Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_45,SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_36,DAP50,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_37,FH,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_38,Days to 50% ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_39,Fruit height,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_40,Fruit size /shape,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_41,Fruit width,fruit width,http://purl.obolibrary.org/obo/TO_0002627,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_42,H,plant height,http://purl.obolibrary.org/obo/TO_0000207,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_43,FW,plant fresh weight,http://purl.obolibrary.org/obo/TO_0000442,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_44,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_45,Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_46,SZ,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_36,DAP50,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_37,FH,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_38,Days to 50% ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_39,Fruit height,fruit length,http://purl.obolibrary.org/obo/TO_0002626,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene72_0-i22;http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene73_0-i22;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
